"words","freq"
"whitewater",4
"whitman",4
"whod",2
"whoever",1
"whole",17
"wholly",2
"whoomp",1
"whopping",3
"whos",13
"whose",6
"whove",4
"wic",3
"wide",1
"widebodied",1
"widely",3
"wider",1
"widespread",2
"widest",1
"widget",2
"widows",1
"wife",8
"wifes",1
"wikileaks",1
"wikipedia",2
"wild",4
"wildfires",2
"wildlife",6
"wildly",1
"willfully",1
"william",6
"williamjohnson",1
"williams",5
"williamson",2
"willing",6
"willingly",1
"wilson",3
"wilsonville",1
"win",16
"wind",20
"windfall",3
"windfarm",1
"windmills",1
"window",2
"windows",2
"winds",2
"windshield",1
"wine",2
"winery",2
"wing",2
"winnebago",1
"winner",1
"winners",2
"winning",8
"wins",5
"winter",3
"wipe",5
"wiped",7
"wiretapping",1
"wiretappings",1
"wiretaps",1
"wis",2
"wisconsin",261
"wisconsinbut",1
"wisconsinites",8
"wisconsinmadison",1
"wisconsinmilwaukee",2
"wisconsins",31
"wisdom",1
"wise",1
"wisely",1
"wish",2
"wishes",1
"wishing",1
"witch",1
"withdraw",2
"withdrawal",6
"withdrawals",1
"withdrawing",2
"withdrawn",2
"withheld",2
"withholding",1
"within",33
"withnutritional",1
"without",120
"withstand",1
"witness",2
"witnessed",3
"witnesses",1
"wives",5
"wizard",1
"wmds",1
"wobbly",1
"woefully",1
"wolf",2
"wolfe",1
"wolfs",1
"wolves",2
"woman",23
"womankind",1
"womans",10
"women",178
"womenowned",1
"womens",17
"won",39
"wonder",3
"wonhealth",1
"wont",28
"woo",1
"wood",1
"woodpecker",1
"woodrow",1
"woodruff",1
"woods",1
"woodstock",1
"woonsocket",1
"word",12
"wording",2
"words",14
"wordsbiden",1
"wore",1
"work",119
"worked",36
"worker",36
"workers",101
"workforce",21
"working",91
"workman",6
"workplace",4
"workplaces",1
"workrelated",2
"works",2
"world",170
"worldclass",2
"worldleading",1
"worlds",13
"worldwide",4
"worm",1
"worried",2
"worries",1
"worry",3
"worrying",1
"worse",18
"worsen",1
"worsened",2
"worship",2
"worst",48
"worth",28
"worthy",1
"wouldbe",1
"wouldnt",22
"wouldve",2
"wound",2
"wounded",6
"wounds",1
"wrangle",1
"wrap",1
"wreck",1
"wrecked",1
"wrestlers",1
"wrestling",1
"wright",3
"wrinkly",1
"wristbands",1
"write",6
"writes",1
"writing",3
"written",13
"wrong",17
"wrongdoing",2
"wrongly",3
"wrongprecinct",1
"wrote",25
"wrotei",1
"wwe",1
"wwi",1
"wwii",1
"wyden",1
"wyoming",3
"xiv",1
"xray",1
"yale",1
"yanukovych",1
"yarbrough",1
"yard",1
"yards",1
"yeah",1
"year",569
"yearlong",1
"yearly",1
"yearold",13
"yearolds",3
"years",611
"yearthey",1
"yell",1
"yemen",5
"yes",9
"yesterday",3
"yesteryear",1
"yet",33
"yoho",1
"yohoattempts",1
"york",67
"yorkers",2
"yorks",2
"yorkthe",1
"yost",1
"youd",5
"yougovcom",1
"youll",6
"young",51
"younger",3
"youngstown",1
"youre",59
"youth",12
"youthpass",1
"youths",1
"youtube",2
"youve",18
"yrs",2
"yucca",1
"yulin",1
"yuma",1
"yuppies",1
"yuri",1
"zack",2
"zandi",1
"zanesville",1
"zappala",1
"zawahiri",1
"zeldin",1
"zell",1
"zenzinger",2
"zephyr",1
"zero",45
"zika",9
"zimmerman",1
"zinn",1
"zip",3
"zippo",1
"zombie",1
"zombies",1
"zone",4
"zones",4
"zoning",2
"zoo",1
"zuckerberg",1
"zuckerbergs",1
